Timestamp,Time_Offset_s,Direction,CAN_ID,DLC,Data_Hex,Data_ASCII,Extended,Remote,Error
2026-01-21T17:30:54.202775,352.201105,RX,0x123,8,E6 E7 E8 E9 00 04 9C E6,........,False,False,False
2026-01-21T17:30:54.203525,352.201856,RX,0x123,8,E7 E8 E9 EA 00 04 9C E7,........,False,False,False
2026-01-21T17:30:54.205314,352.203645,RX,0x123,8,E8 E9 EA EB 00 04 9C E8,........,False,False,False
2026-01-21T17:30:54.207905,352.206236,RX,0x123,8,E9 EA EB EC 00 04 9C E9,........,False,False,False
2026-01-21T17:30:54.209421,352.207751,RX,0x123,8,EA EB EC ED 00 04 9C EA,........,False,False,False
2026-01-21T17:30:54.210433,352.208763,RX,0x123,8,EB EC ED EE 00 04 9C EB,........,False,False,False
2026-01-21T17:30:54.212696,352.211027,RX,0x123,8,EC ED EE EF 00 04 9C EC,........,False,False,False
2026-01-21T17:30:54.214297,352.212628,RX,0x123,8,ED EE EF F0 00 04 9C ED,........,False,False,False
2026-01-21T17:30:54.216243,352.214574,RX,0x123,8,EE EF F0 F1 00 04 9C EE,........,False,False,False
2026-01-21T17:30:54.218283,352.216614,RX,0x123,8,EF F0 F1 F2 00 04 9C EF,........,False,False,False
2026-01-21T17:30:54.220004,352.218334,RX,0x123,8,F0 F1 F2 F3 00 04 9C F0,........,False,False,False
2026-01-21T17:30:54.221333,352.219663,RX,0x123,8,F1 F2 F3 F4 00 04 9C F1,........,False,False,False
2026-01-21T17:30:54.222338,352.220669,RX,0x123,8,F2 F3 F4 F5 00 04 9C F2,........,False,False,False
2026-01-21T17:30:54.224485,352.222816,RX,0x123,8,F3 F4 F5 F6 00 04 9C F3,........,False,False,False
2026-01-21T17:30:54.225916,352.224247,RX,0x123,8,F4 F5 F6 F7 00 04 9C F4,........,False,False,False
2026-01-21T17:30:54.227280,352.225610,RX,0x123,8,F5 F6 F7 F8 00 04 9C F5,........,False,False,False
2026-01-21T17:30:54.229003,352.227334,RX,0x123,8,F6 F7 F8 F9 00 04 9C F6,........,False,False,False
2026-01-21T17:30:54.230371,352.228702,RX,0x123,8,F7 F8 F9 FA 00 04 9C F7,........,False,False,False
2026-01-21T17:30:54.231383,352.229713,RX,0x123,8,F8 F9 FA FB 00 04 9C F8,........,False,False,False
2026-01-21T17:30:54.233137,352.231468,RX,0x123,8,F9 FA FB FC 00 04 9C F9,........,False,False,False
